RT,SERIALNO,DIVISION,SPORDER,PUMA,REGION,ST,ADJINC,PWGTP,AGEP,CIT,CITWP,COW,DDRS,DEAR,DEYE,DOUT,DPHY,DRAT,DRATX,DREM,ENG,FER,GCL,GCM,GCR,HINS1,HINS2,HINS3,HINS4,HINS5,HINS6,HINS7,INTP,JWMNP,JWRIP,JWTR,LANX,MAR,MARHD,MARHM,MARHT,MARHW,MARHYP,MIG,MIL,MLPA,MLPB,MLPCD,MLPE,MLPFG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,RELP,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,WRK,YOEP,ANC,ANC1P,ANC2P,DECADE,DIS,DRIVESP,ESP,ESR,FOD1P,FOD2P,HICOV,HISP,INDP,JWAP,JWDP,LANP,MIGPUMA,MIGSP,MSP,NAICSP,NATIVITY,NOP,OC,OCCP,PAOC,PERNP,PINCP,POBP,POVPIP,POWPUMA,POWSP,PRIVCOV,PUBCOV,QTRBIR,RAC1P,RAC2P,RAC3P,RACAIAN,RACASN,RACBLK,RACNH,RACNUM,RACPI,RACSOR,RACWHT,RC,SCIENGP,SCIENGRLP,SFN,SFR,SOCP,VPS,WAOB,FAGEP,FANCP,FCITP,FCITWP,FCOWP,FDDRSP,FDEARP,FDEYEP,FDISP,FDOUTP,FDPHYP,FDRATP,FDRATXP,FDREMP,FENGP,FESRP,FFERP,FFODP,FGCLP,FGCMP,FGCRP,FHICOVP,FHINS1P,FHINS2P,FHINS3C,FHINS3P,FHINS4C,FHINS4P,FHINS5C,FHINS5P,FHINS6P,FHINS7P,FHISP,FINDP,FINTP,FJWDP,FJWMNP,FJWRIP,FJWTRP,FLANP,FLANXP,FMARP,FMARHDP,FMARHMP,FMARHTP,FMARHWP,FMARHYP,FMIGP,FMIGSP,FMILPP,FMILSP,FOCCP,FOIP,FPAP,FPERNP,FPINCP,FPOBP,FPOWSP,FPRIVCOVP,FPUBCOVP,FRACP,FRELP,FRETP,FSCHGP,FSCHLP,FSCHP,FSEMP,FSEXP,FSSIP,FSSP,FWAGP,FWKHP,FWKLP,FWKWP,FWRKP,FYOEP,PWGTP1,PWGTP2,PWGTP3,PWGTP4,PWGTP5,PWGTP6,PWGTP7,PWGTP8,PWGTP9,PWGTP10,PWGTP11,PWGTP12,PWGTP13,PWGTP14,PWGTP15,PWGTP16,PWGTP17,PWGTP18,PWGTP19,PWGTP20,PWGTP21,PWGTP22,PWGTP23,PWGTP24,PWGTP25,PWGTP26,PWGTP27,PWGTP28,PWGTP29,PWGTP30,PWGTP31,PWGTP32,PWGTP33,PWGTP34,PWGTP35,PWGTP36,PWGTP37,PWGTP38,PWGTP39,PWGTP40,PWGTP41,PWGTP42,PWGTP43,PWGTP44,PWGTP45,PWGTP46,PWGTP47,PWGTP48,PWGTP49,PWGTP50,PWGTP51,PWGTP52,PWGTP53,PWGTP54,PWGTP55,PWGTP56,PWGTP57,PWGTP58,PWGTP59,PWGTP60,PWGTP61,PWGTP62,PWGTP63,PWGTP64,PWGTP65,PWGTP66,PWGTP67,PWGTP68,PWGTP69,PWGTP70,PWGTP71,PWGTP72,PWGTP73,PWGTP74,PWGTP75,PWGTP76,PWGTP77,PWGTP78,PWGTP79,PWGTP80
P,2018HU0276264,9,01,05901,4,06,1013097,222,53,5,,1,2,2,2,2,2,,,2,3,,2,,,1,2,2,2,2,2,2,0,15,1,01,1,1,2,2,1,2,1985,1,4,,,,,,,,,,3,5,3,3,3,0,0,00,0,1,,16,0,1,0,0,32000,40,1,1,1,1987,1,210,999,5,2,1,,1,,,1,02,7860,151,094,1200,,,1,6111,2,,0,6410,,32000,32000,303,190,05900,006,1,2,2,8,67,015,0,0,0,0,1,0,1,0,0,,,,,472140,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,214,349,72,175,197,418,229,375,317,77,81,253,209,227,224,387,63,182,362,245,237,51,383,226,205,73,259,66,55,370,389,269,235,244,218,70,422,202,61,211,244,303,67,227,257,443,231,429,337,57,55,248,241,233,248,337,70,216,352,239,268,64,375,201,224,71,218,73,58,370,420,233,232,203,217,69,362,199,60
P,2018HU0276264,9,02,05901,4,06,1013097,199,57,5,,,2,2,2,2,2,,,2,3,,2,,,2,2,2,2,2,2,2,0,,,,1,1,2,2,1,2,1985,1,4,,,,,,,,,,2,5,2,2,3,0,0,01,0,1,,19,0,2,0,0,0,,3,,2,1990,1,210,999,6,2,,,6,,,2,02,,,,1200,,,1,,2,,0,,4,0,0,303,190,,,2,2,3,8,67,015,0,0,0,0,1,0,1,0,0,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,235,368,72,194,226,316,200,295,283,66,63,189,178,167,179,371,59,175,367,244,215,57,312,212,227,64,215,56,65,318,283,177,175,239,209,58,304,221,54,169,202,284,59,221,187,344,180,364,392,89,56,207,182,184,198,328,61,195,371,191,175,62,341,202,233,59,243,60,65,299,297,158,172,214,232,68,339,206,61
P,2018HU0276274,9,01,00108,4,06,1013097,48,27,1,,1,2,2,2,2,2,,,2,,,,,,1,2,2,2,2,2,2,0,60,,04,2,1,2,2,1,2,2017,1,4,,,,,,,,,,3,5,3,3,3,0,0,00,0,1,,21,33600,1,0,0,110000,50,1,1,1,,1,720,999,,2,,,1,6207,,1,01,0570,088,037,,,,1,2211P,1,,0,0845,,143600,143600,006,501,07500,006,1,2,2,6,59,076,0,1,0,0,1,0,0,0,0,2,2,,,132051,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,48,19,46,50,44,46,16,44,53,75,72,11,12,86,44,13,82,79,56,47,53,13,51,54,52,49,17,39,48,81,90,15,15,92,50,15,86,74,50,51,47,85,52,42,44,52,77,46,51,12,14,73,67,16,53,73,13,14,51,45,44,90,53,51,51,45,93,51,56,14,12,85,90,15,47,80,14,12,40
P,2018HU0276274,9,02,00108,4,06,1013097,62,26,1,,1,2,2,2,2,2,,,2,,2,,,,1,2,2,2,2,2,2,0,60,,04,2,1,2,2,1,2,2017,1,4,,,,,,,,,,3,5,3,3,3,0,0,01,0,1,,21,0,2,0,0,48500,40,1,1,1,,1,706,999,,2,,,1,6402,,1,01,7270,094,043,,,,1,5411,1,,0,0440,4,48500,48500,006,501,07500,006,1,2,3,6,43,005,0,1,0,0,1,0,0,0,0,2,2,,,1191XX,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,65,20,62,57,57,59,20,62,61,107,122,15,17,94,51,17,94,119,62,77,62,18,63,57,63,73,21,59,60,98,114,23,20,128,70,17,124,101,53,61,64,99,67,63,56,61,114,63,59,18,17,104,115,17,63,96,18,21,70,72,62,121,77,56,60,67,111,62,72,18,17,110,116,19,58,96,17,17,52
P,2018HU0276282,9,01,08501,4,06,1013097,71,39,4,2017,1,2,2,2,2,2,,,2,1,,2,,,2,1,2,2,2,2,2,0,20,1,01,1,1,2,2,1,2,2007,1,4,,,,,,,,,,3,5,3,3,3,0,0,00,0,1,,24,0,1,0,0,100000,60,1,1,1,2001,4,999,999,7,2,1,,1,2102,,1,01,6672,122,079,1380,,,1,51913,2,,0,0136,,100000,100000,210,501,08500,006,1,2,1,6,38,004,0,1,0,0,1,0,0,0,0,1,2,,,113121,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,1,,1,,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,130,82,119,21,21,67,68,72,120,72,22,66,20,20,131,78,120,68,76,74,122,62,137,24,21,72,66,67,137,68,22,73,20,20,122,69,109,67,73,77,113,80,114,21,21,73,78,72,118,69,21,73,19,22,114,68,119,78,71,73,123,72,128,18,20,68,71,78,117,69,20,70,21,20,121,71,121,75
P,2018HU0276282,9,02,08501,4,06,1013097,68,38,4,2017,1,2,2,2,2,2,,,2,1,2,2,,,1,2,2,2,2,2,2,0,20,1,01,1,1,2,2,1,2,2007,1,4,,,,,,,,,,3,5,3,3,3,0,0,01,0,1,,24,0,2,0,0,100000,60,1,1,1,2003,4,999,999,7,2,1,,1,3700,,1,01,6672,104,061,1380,,,1,51913,2,,0,1240,3,100000,100000,210,501,08500,006,1,2,3,6,38,004,0,1,0,0,1,0,0,0,0,1,2,,,1520XX,,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,1,,1,,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,129,74,119,21,21,65,65,70,116,69,21,67,19,19,121,70,115,61,67,68,105,59,120,20,20,69,65,64,129,69,20,69,19,19,112,64,106,66,67,72,122,70,113,19,20,70,69,65,116,66,22,69,19,20,108,64,113,72,68,66,118,73,109,20,21,64,71,68,113,66,21,68,20,20,119,67,110,70
P,2018HU0276282,9,03,08501,4,06,1013097,69,8,1,,,2,2,2,,2,,,2,1,,,,,1,2,2,2,2,2,2,,,,,1,5,,,,,,1,,,,,,,,,,,,,,,,,,02,,2,05,05,,2,,,,,,,,,4,999,999,,2,,1,,,,1,01,,,,1380,,,,,1,4,1,,,,,006,501,,,1,2,3,6,38,004,0,1,0,0,1,0,0,0,1,,,,,,,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,,1,,1,,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,62,120,75,113,20,22,66,69,66,124,65,21,66,19,19,124,69,120,64,73,71,116,58,129,23,22,76,64,69,129,69,19,71,19,19,118,69,107,66,72,73,110,69,114,20,22,69,68,74,113,68,21,67,20,19,111,68,120,75,68,69,125,76,108,18,24,68,66,70,111,63,20,69,22,21,113,71,117,71
P,2018HU0276282,9,04,08501,4,06,1013097,71,2,1,,,,2,2,,,,,,,,,,,1,2,2,2,2,2,2,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,02,,,,,,1,,,,,,,,,4,999,999,,2,,1,,,,1,01,,,,,,,,,1,4,1,,,,,006,501,,,1,2,2,6,38,004,0,1,0,0,1,0,0,0,1,,,,,,,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,1,,1,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,74,123,80,136,21,20,71,65,76,132,68,22,69,20,21,123,67,116,60,68,71,113,62,127,22,19,78,66,72,138,71,22,70,18,20,121,73,115,70,70,70,107,67,110,18,22,75,69,75,118,70,24,74,22,23,107,69,111,72,73,79,114,73,121,17,19,81,75,73,114,71,22,71,23,20,114,73,113,69
P,2018HU0276288,9,01,07103,4,06,1013097,171,40,1,,2,2,2,2,2,2,,,2,,2,2,,,2,2,2,2,2,2,2,0,6,1,01,2,1,2,2,1,2,2001,1,4,,,,,,,,,,3,5,3,3,3,0,0,00,0,1,,20,0,2,0,0,19500,20,1,1,1,,1,091,999,,2,1,,1,,,2,01,9160,093,053,,,,1,8131,1,,0,2752,3,19500,19500,006,339,07100,006,2,2,3,1,01,001,0,0,0,0,1,0,0,1,0,,,,,272042,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,163,275,48,178,176,59,161,179,49,158,193,181,50,302,277,313,291,58,161,180,195,49,266,176,168,278,174,186,261,161,150,179,266,50,51,52,57,272,177,170,151,291,48,190,187,50,177,163,52,194,166,166,59,297,288,305,271,53,173,151,170,55,296,183,190,292,158,165,287,192,162,155,273,49,60,50,49,256,162
P,2018HU0276288,9,02,07103,4,06,1013097,188,41,1,,3,2,2,2,2,2,,,2,,,2,,,1,2,2,2,2,2,2,0,12,1,01,2,1,2,2,1,2,2001,1,4,,,,,,,,,,3,5,3,3,3,0,0,01,0,1,,21,0,1,0,0,82000,40,1,1,1,,1,924,999,,2,1,,1,1901,2300,1,01,7860,090,049,,,,1,6111,1,,0,2310,,82000,82000,036,339,07100,006,1,2,2,1,01,001,0,0,0,0,1,0,0,1,0,2,2,,,252020,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,168,301,55,191,212,62,189,178,62,178,199,200,56,325,295,299,316,59,191,209,191,57,298,186,205,311,190,200,288,163,159,210,308,58,57,56,69,287,194,183,159,281,47,194,214,56,195,178,63,213,177,203,58,313,359,316,318,60,188,157,182,64,327,209,214,363,171,190,305,203,179,165,304,56,67,53,57,293,173
P,2018HU0276288,9,03,07103,4,06,1013097,216,12,1,,,2,2,2,,2,,,2,,,,,,1,2,2,2,2,2,2,,,,,2,5,,,,,,1,,,,,,,,,,,,,,,,,,02,,2,09,09,,2,,,,,,,,,1,924,999,,2,,1,,,,1,01,,,,,,,,,1,1,1,,,,,053,339,,,1,2,2,1,01,001,0,0,0,0,1,0,0,1,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,191,314,59,244,209,64,221,218,69,226,201,234,74,368,336,367,357,67,197,263,208,57,397,206,242,378,224,230,324,186,191,221,326,69,74,65,75,331,236,216,174,304,58,218,258,65,229,173,68,247,207,233,63,349,466,334,337,71,241,192,210,86,404,247,206,419,194,232,334,221,185,177,341,66,80,61,66,338,231
P,2018HU0276288,9,04,07103,4,06,1013097,215,9,1,,,2,2,1,,2,,,2,,,,,,1,2,2,2,2,2,2,,,,,2,5,,,,,,1,,,,,,,,,,,,,,,,,,02,,2,06,06,,2,,,,,,,,,1,924,999,,1,,1,,,,1,01,,,,,,,,,1,1,1,,,,,006,339,,,1,2,3,1,01,001,0,0,0,0,1,0,0,1,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,192,314,58,244,209,64,221,217,68,225,200,233,73,369,336,367,357,69,197,263,210,57,397,206,242,377,225,229,324,186,192,223,326,68,74,65,75,332,236,216,175,304,57,218,258,65,229,173,67,246,207,233,63,350,468,334,337,71,241,190,210,86,405,246,206,419,195,233,333,222,187,177,339,66,79,62,66,338,231
P,2018HU0276288,9,05,07103,4,06,1013097,221,4,1,,,,2,2,,,,,,,,,,,1,2,2,2,2,2,2,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,02,,2,01,01,,2,,,,,,,,,1,924,999,,2,,1,,,,1,01,,,,,,,,,1,1,1,,,,,002,339,,,1,2,4,1,01,001,0,0,0,0,1,0,0,1,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,184,339,67,236,249,67,213,203,72,220,223,229,74,419,363,357,384,74,220,215,213,60,403,268,228,359,228,221,373,192,170,222,327,76,69,66,72,309,248,214,174,334,49,251,290,67,230,203,70,257,225,238,71,399,399,346,351,73,217,202,240,68,371,216,243,474,176,227,336,203,209,194,334,71,84,60,70,358,221
P,2018HU0276292,9,01,07310,4,06,1013097,129,49,1,,1,2,2,2,2,2,,2,2,,,2,,,1,2,2,2,2,2,2,0,20,1,01,2,3,2,2,1,2,2000,1,2,0,1,1,0,0,0,0,0,0,3,5,3,3,3,0,0,00,0,1,,18,0,1,0,0,57000,37,1,3,1,,2,032,050,,2,1,,1,,,1,01,4195,080,037,,,,4,4236,1,,0,7320,,57000,57000,026,445,07300,006,1,2,2,1,01,001,0,0,0,0,1,0,0,1,0,,,,,499031,04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,136,231,38,137,215,242,140,126,143,114,120,38,131,237,34,127,37,129,38,216,131,230,39,142,237,220,133,141,132,124,124,38,120,216,34,143,37,120,40,224,129,206,37,127,236,224,120,138,127,130,129,39,121,219,40,132,40,130,39,216,134,220,35,116,228,243,118,136,128,126,133,38,133,213,40,131,40,136,35
P,2018HU0276311,9,01,07320,4,06,1013097,133,42,1,,3,2,2,2,2,2,,2,2,1,,2,,,1,2,2,2,2,2,2,0,15,1,01,1,5,,,,,,1,2,0,1,0,0,0,0,0,0,0,3,5,3,3,3,0,0,00,0,1,,18,0,1,0,0,100000,40,1,1,1,,1,211,999,,2,1,,1,,,1,02,9470,157,097,1200,,,6,92MP,1,,0,3802,,100000,100000,006,501,07300,006,1,2,3,1,01,001,0,0,0,0,1,0,0,1,0,,,,,333012,04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,35,232,187,45,138,117,37,141,46,122,135,154,218,148,230,145,124,202,44,146,39,220,199,35,152,140,37,134,40,128,136,147,215,143,207,139,137,212,216,146,210,43,37,269,146,124,238,147,196,144,140,129,40,138,32,136,122,40,235,130,200,42,40,274,137,117,251,158,189,149,154,127,44,116,32,139,115,41,45
P,2018HU0276311,9,02,07320,4,06,1013097,165,27,3,,1,2,2,2,2,2,,,2,1,,,,,1,2,2,2,2,2,2,0,30,1,01,1,5,,,,,,3,4,,,,,,,,,,3,5,3,3,3,0,0,10,0,1,,17,0,1,0,0,60000,40,1,1,1,1991,1,211,999,6,2,1,,1,,,1,02,7770,064,019,1200,07300,006,6,56173,1,,0,4252,,60000,60000,303,501,07300,006,1,2,3,1,01,001,0,0,0,0,1,0,0,1,0,,,,,373013,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,42,233,285,49,153,169,39,144,47,172,189,159,246,192,321,146,187,340,55,169,46,243,326,44,177,179,41,166,44,179,169,153,241,192,287,146,188,343,259,163,294,43,50,301,173,148,245,182,243,180,183,142,45,172,52,146,175,58,265,148,258,45,49,286,190,162,238,179,259,207,192,139,47,168,48,144,188,57,52
P,2018HU0276316,9,01,05908,4,06,1013097,153,68,1,,1,2,2,2,2,2,,,2,1,,2,,,2,1,1,2,2,2,2,0,25,1,01,1,3,2,2,1,2,1967,1,4,,,,,,,,,,3,5,3,3,3,0,0,00,0,1,,14,0,2,0,4300,52000,40,1,1,1,,2,210,200,,2,1,,1,,,1,23,4870,093,049,1200,,,4,4441Z,1,,0,5240,4,52000,56300,048,472,05900,006,1,1,1,1,01,001,0,0,0,0,1,0,0,1,0,,,,,434051,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,143,44,254,40,57,160,162,284,267,52,135,146,190,41,152,151,143,262,145,262,43,149,182,169,152,239,255,138,143,152,242,42,224,183,57,52,48,134,44,153,122,290,49,236,266,153,157,48,46,297,162,154,149,242,146,140,161,48,142,49,284,154,172,180,153,48,45,132,155,146,51,239,41,159,257,235,249,163,273
P,2018HU0276320,9,01,03720,4,06,1013097,83,80,1,,,1,2,2,2,1,,,2,,,2,,,1,1,1,2,2,2,2,510,,,,2,5,,,,,,1,4,,,,,,,,,,2,2,2,2,2,0,0,00,0,1,,22,0,2,0,1800,0,,3,,2,,1,210,999,,1,,,6,2314,2307,1,02,,,,,,,6,,1,,0,,4,0,2310,006,19,,,1,1,3,1,01,001,0,0,0,0,1,0,0,1,0,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,1,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,126,90,94,85,21,19,86,22,121,29,149,73,131,109,69,83,79,92,95,27,93,123,24,21,116,99,157,85,107,67,90,158,80,86,28,28,136,126,29,88,159,95,95,134,22,20,95,23,138,28,158,78,136,108,70,104,85,92,66,25,82,124,22,19,91,83,139,83,81,74,87,174,82,89,28,22,126,117,22
P,2018HU0276321,9,01,03722,4,06,1013097,81,66,1,,5,2,2,1,2,2,,2,2,,,2,,,1,2,1,2,2,1,2,0,,,11,2,3,2,2,1,2,1983,1,2,0,0,0,1,0,0,0,0,0,3,5,3,3,3,0,0,00,0,1,,18,0,1,0,1400,68000,40,1,1,1,,1,902,999,,1,,,1,,,1,01,8191,,,,,,4,622M,1,,0,4230,,68000,69400,006,501,03700,006,1,1,4,2,02,002,0,0,1,0,1,0,0,0,0,,,,,372012,06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,126,138,72,144,25,67,86,84,26,86,130,76,22,26,91,78,23,130,66,73,109,140,85,108,31,93,73,76,23,78,139,79,24,22,94,102,29,144,89,74,129,163,80,156,23,88,75,65,25,74,122,79,22,25,76,77,24,150,78,76,148,143,88,145,26,95,69,79,22,73,136,74,24,24,102,73,22,130,79
P,2018HU0276334,9,01,03733,4,06,1013097,152,35,1,,6,2,2,2,2,2,,,2,1,,2,,,2,1,2,2,2,2,2,0,,,11,1,5,,,,,,1,4,,,,,,,,,,3,5,3,3,3,0,0,00,0,1,,16,35000,1,0,0,0,40,1,1,1,,1,211,999,,2,,,1,,,1,02,7890,,,1200,,,6,611M3,1,,0,2752,,35000,35000,006,268,03700,006,1,2,2,8,67,015,0,0,0,0,1,0,1,0,0,,,,,272042,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,260,152,174,149,248,147,237,52,140,42,129,147,170,46,51,238,165,52,148,269,148,237,253,43,159,41,160,158,44,154,47,245,267,149,167,160,43,147,44,167,43,144,143,150,45,142,51,237,148,255,163,153,169,265,248,48,144,246,163,35,163,48,44,282,152,288,152,144,265,143,279,41,46,164,142,159,271,152,252
P,2018HU0276342,9,01,07503,4,06,1013097,115,32,1,,1,2,2,2,2,2,,,2,1,2,2,,,1,2,2,2,2,2,2,30,80,2,01,1,1,2,2,1,2,2014,1,4,,,,,,,,,,3,5,3,3,3,0,0,00,0,1,,22,0,2,0,0,565000,50,1,1,1,,1,706,999,,2,2,,1,5506,,1,01,6672,098,043,2430,,,1,51913,1,,0,1108,4,565000,565030,006,501,08500,006,1,2,1,6,43,005,0,1,0,0,1,0,0,0,0,1,2,,,151299,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,45,120,97,37,124,175,223,190,137,88,137,138,110,35,30,32,122,178,39,107,178,106,113,208,120,40,33,32,114,112,112,96,93,194,192,238,121,32,29,106,217,133,113,184,103,31,39,32,102,103,114,148,146,210,222,140,108,39,196,124,28,109,126,31,113,202,174,203,106,141,108,102,117,32,37,45,104,191,172
P,2018HU0276342,9,02,07503,4,06,1013097,144,37,1,,1,2,2,2,2,2,,,2,1,,2,,,1,2,2,2,2,2,2,50,80,2,01,1,1,2,2,1,2,2014,1,4,,,,,,,,,,3,5,3,3,3,0,0,01,0,1,,22,0,1,0,0,565000,50,1,1,1,,1,706,999,,2,2,,1,2102,,1,01,6672,098,043,1970,,,1,51913,1,,0,4710,,565000,565050,006,501,08500,006,1,2,2,6,43,005,0,1,0,0,1,0,0,0,0,1,2,,,411012,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,45,159,129,42,130,248,272,214,160,150,159,149,142,42,40,39,139,220,40,138,242,136,121,253,156,46,44,45,149,133,122,135,145,220,295,260,118,39,36,176,252,158,123,231,134,33,39,48,152,143,121,139,174,308,285,189,124,53,248,119,32,157,161,37,119,293,205,226,143,175,158,151,132,39,50,48,126,226,269
